run_id,topic_id,top_doc_order,top_doc_prob,top_doc
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,1,0.664266266769169,a5293bb4f17ad25a72133cdd9eee8748dd6a4b8d
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,2,0.463714900385241,b9e6621f5b788746ecf6f648b00844b10634d43f
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,3,0.41139494875046,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,4,0.408301490885171,de5427785ad1385b62f0fbf18af129dc8cff303f
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,5,0.401156058257322,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,6,0.381897206848471,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,7,0.379333322437679,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,8,0.370680528462386,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,9,0.369678961253484,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,10,0.367522394026241,61316d789f66022b466f2924837aaff7f0bf65f5
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,11,0.367231162029895,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,12,0.366320598185445,e222c3bbd05eb665b185124594a7d85712735418
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,13,0.364032497568215,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,14,0.350602611523111,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,15,0.340342191325069,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,16,0.339424013882907,89ec194732e513702a5ec1539e1941140c476068
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,17,0.335317169407034,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,18,0.334523813459732,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,19,0.33032775391521,69d2e69e949dab8909be8c7b764a0d5469546b31
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,20,0.329842140835001,8dad44cafa563c90b07152ef2038e530b19edb31
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,1,0.735542419402518,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,2,0.49919246966204,8a1da932b899d2a04b8e8ce1ccd2ce02bc352c9e
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,3,0.449305342190211,798a5016be0c05f728460661deff95d394346513
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,4,0.439334680629369,5f56a9b712608c599a21191b06b78bfa70ad523f
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,5,0.418371184541892,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,6,0.403785701508053,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,7,0.394677724345374,3de1a5a224b154bb91728f71697ca7bd3db17ee5
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,8,0.393935326994707,260203fe9a476037ca41765c677af4b844573d36
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,9,0.369537081647414,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,10,0.362135159864275,d0ce640c27c2c8ef5f83e71bec07d829327d69d6
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,11,0.361187930229839,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,12,0.361124474973053,cdfc8be07677f50c91106e5b56379acb0d0eb289
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,13,0.35837241256449,31042ccf8374ad96d39d8156d9e2ced042734ba9
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,14,0.34993169057736,ca3d3e317e5c694091583d23c1cbcd0b68c88d27
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,15,0.347453717091442,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,16,0.345485672048277,5e022a5ce7ca2c5463c52d20ed1a1e63259c17a7
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,17,0.344248944620914,pb2823rnkp7o3qzn9c98ws21nadsc437ez8yj1r4gmfb55l435dp
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,18,0.339547558802771,9685fb039a5be9e5466be1ee3b0f38a5dd7cc217
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,19,0.330850991615777,b1cb9713cb3f669a5f4b63e04395fb4669312d5b
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,20,0.327992095806465,1ef024725b588f435abcc6c51189d14b223d24fa
